,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Age,Years_Since_Join,Total_Amnt_Spend,No_of_Childrens,Is_Parent,Memebers_In_Family,Total_Purchase,labels
440,2,1,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,35,11,34,1,1,3,13,0
441,4,1,56223.0,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,76,11,156,1,1,3,14,0
442,2,1,18100.0,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,78,11,14,0,0,2,9,3
444,0,1,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,50,10,34,0,0,2,13,3
445,2,0,23295.0,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,65,11,20,0,0,1,12,1
446,3,0,42618.0,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,52,11,192,1,1,2,19,2
447,2,0,81246.0,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,60,11,1379,0,0,1,18,1
448,2,1,24027.0,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,48,11,48,1,1,3,15,0
449,4,1,55707.0,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,71,11,428,1,1,3,19,0
450,2,0,57959.0,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,69,11,868,1,1,2,30,2
451,2,1,56796.0,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,55,11,1001,1,1,3,34,0
452,3,0,36230.0,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,53,11,59,1,1,2,12,2
453,0,1,70829.0,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,44,11,431,2,1,4,19,0
454,2,1,65991.0,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,48,12,971,1,1,3,34,0
455,2,1,38988.0,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,52,12,348,3,1,5,27,0
456,0,0,89572.0,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,1,58,12,2059,0,0,1,28,1
457,3,1,42207.0,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,1,40,11,265,1,1,3,20,0
458,2,1,50300.0,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,72,10,270,1,1,3,15,0
459,0,0,66664.0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,42,12,1289,0,0,2,22,1
460,2,1,60597.0,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,1,60,10,893,1,1,3,23,0
461,2,0,70165.0,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,75,11,926,0,0,1,23,1
462,4,0,50520.0,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,66,10,135,1,1,2,15,2
464,2,1,33183.0,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,49,10,120,1,1,3,16,0
465,4,0,66582.0,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,55,10,1288,0,0,1,21,1
466,4,0,75261.0,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,1,69,11,1743,0,0,2,19,1
467,2,0,31880.0,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,54,12,15,1,1,2,12,2
468,2,1,53790.0,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,73,10,542,2,1,4,26,0
469,4,0,49269.0,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,53,12,890,1,1,3,32,2
470,2,1,61456.0,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,49,11,1388,1,1,3,37,3
471,2,1,37406.0,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,1,44,11,17,1,1,3,12,0
472,4,0,56937.0,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,1,43,12,906,1,1,3,36,2
473,2,1,38415.0,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,46,11,44,2,1,4,13,0
474,2,0,20518.0,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,36,10,25,1,1,2,10,2
475,2,1,62503.0,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,68,11,973,1,1,3,31,0
476,4,0,41644.0,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,52,10,31,2,1,3,9,2
477,3,1,55842.0,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,47,10,518,1,1,3,22,0
478,4,1,62010.0,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,52,12,530,1,1,3,24,0
479,2,1,41124.0,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,47,12,506,1,1,3,29,0
480,3,1,38961.0,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,51,11,70,1,1,3,13,0
481,3,0,37760.0,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,52,11,54,1,1,2,12,2
482,2,0,32233.0,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,1,50,12,296,1,1,2,21,2
483,2,1,43057.0,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,49,11,266,1,1,3,20,0
484,3,0,83151.0,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,64,12,747,0,0,2,22,1
485,4,0,78825.0,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,1,60,12,895,0,0,1,32,1
486,3,0,65104.0,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,48,11,1053,1,1,3,24,2
487,2,1,60093.0,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,50,11,735,1,1,3,27,0
488,2,1,14045.0,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,55,10,20,1,1,3,12,0
489,0,0,28457.0,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,72,12,205,0,0,1,18,1
490,4,0,78952.0,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,66,12,2092,1,1,3,27,1
491,2,0,46310.0,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,48,12,309,1,1,2,22,2
492,2,0,76005.0,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,69,11,1722,0,0,2,28,1
493,3,0,58308.0,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,60,11,900,1,1,2,23,2
494,4,0,55614.0,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,80,11,682,0,0,1,27,1
495,3,0,59432.0,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,62,11,663,1,1,2,27,2
496,2,0,55563.0,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,46,10,43,1,1,2,9,2
497,4,0,78642.0,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,53,11,1816,1,1,3,24,2
498,4,0,67911.0,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,75,10,976,1,1,3,30,2
499,2,1,65275.0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,80,11,746,0,0,2,23,3
500,2,0,27203.0,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,74,12,64,2,1,4,14,2
501,3,0,48330.0,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,63,11,32,1,1,3,10,2
502,1,1,24279.0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,34,12,263,0,0,2,17,3
503,4,1,64355.0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,39,12,1445,1,1,3,29,0
505,2,0,53653.0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,71,12,1210,0,0,1,34,1
506,2,1,65665.0,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,48,11,945,1,1,3,27,0
507,2,0,81217.0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,35,11,1157,0,0,1,23,1
508,2,1,34935.0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,32,11,137,0,0,2,15,3
509,2,0,61250.0,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,65,12,730,1,1,2,30,2
510,4,0,39665.0,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,43,11,216,1,1,3,19,2
511,2,0,60152.0,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,45,11,943,1,1,2,26,2
512,2,1,48920.0,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,60,11,347,2,1,4,23,0
513,3,0,89120.0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,65,10,1924,0,0,2,20,1
514,4,0,44124.0,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,78,11,397,1,1,3,25,2
515,3,0,81169.0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,49,11,2089,0,0,1,24,1
516,2,1,36443.0,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,63,11,138,2,1,4,19,0
517,2,0,26095.0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,34,11,42,1,1,2,12,2
518,2,0,71367.0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,65,11,777,0,0,2,19,1
519,3,1,80184.0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,80,10,1902,0,0,2,23,3
520,2,0,30630.0,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,59,10,52,2,1,3,14,2
521,3,0,73454.0,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,37,10,1651,0,0,1,18,1
522,2,1,42691.0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,33,11,358,0,0,2,18,3
523,2,1,70503.0,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,71,12,1727,0,0,2,22,3
524,2,1,25545.0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,1,37,12,210,1,1,3,16,0
525,2,1,32880.0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,38,12,42,1,1,3,13,0
526,4,0,77863.0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,66,11,1291,0,0,2,22,1
527,3,1,50353.0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,47,10,442,0,0,2,18,3
528,2,0,61839.0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,60,12,1895,0,0,1,25,1
529,4,1,49154.0,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,64,11,411,2,1,4,25,0
530,0,0,47682.0,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,49,11,521,1,1,2,24,2
531,2,0,72679.0,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,55,11,1168,1,1,2,18,2
532,3,0,57954.0,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,47,10,493,2,1,4,30,2
533,2,1,65316.0,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,62,11,260,2,1,4,16,0
534,2,0,28567.0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,42,11,46,1,1,2,13,2
535,3,0,47352.0,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,73,11,319,1,1,3,23,2
536,2,0,44931.0,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,57,10,96,1,1,3,12,2
537,2,0,76982.0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,1,57,10,1062,0,0,1,20,1
538,0,0,57247.0,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,72,11,232,1,1,3,14,2
539,3,0,22944.0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,43,11,76,1,1,2,16,2
540,0,0,25315.0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,47,11,54,1,1,3,17,2
541,2,0,43638.0,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,55,12,201,1,1,2,18,2
542,4,0,42710.0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,40,12,406,1,1,2,20,2
543,4,1,84169.0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,1,42,11,1919,0,0,2,23,3
544,2,0,54058.0,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,48,11,662,1,1,3,23,2
545,0,1,24683.0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,34,10,41,1,1,3,13,0
546,2,0,85620.0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,1,60,10,1600,0,0,1,15,1
547,2,1,47850.0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,44,11,134,1,1,3,14,0
548,2,1,19514.0,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,1,56,10,69,2,1,4,18,0
549,3,1,27159.0,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,51,10,21,2,1,4,12,0
550,0,0,39548.0,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,61,10,54,2,1,3,10,2
551,2,0,21474.0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,1,35,10,91,1,1,2,15,2
552,4,0,60504.0,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,53,10,526,1,1,2,24,2
553,2,1,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,61,11,162,0,0,2,16,3
554,3,1,81698.0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,1,75,11,1008,0,0,2,26,3
555,2,0,43462.0,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,72,12,240,2,1,4,24,2
556,4,0,54880.0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,46,11,795,1,1,2,26,2
557,2,1,79908.0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,42,11,1772,0,0,2,21,3
558,0,1,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,54,11,64,0,0,2,13,3
559,2,0,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,1,65,11,1957,1,1,3,26,2
560,2,1,33039.0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,46,11,78,1,1,3,12,0
561,2,0,81741.0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,44,11,1572,0,0,1,21,1
562,3,0,71499.0,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,53,11,795,1,1,3,30,2
563,0,1,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,54,10,889,1,1,3,30,0
564,4,0,48799.0,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,61,11,331,1,1,2,18,2
565,4,0,52157.0,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,74,10,265,1,1,3,16,2
566,2,0,66565.0,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,62,12,1065,1,1,2,27,2
567,3,0,29298.0,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,73,11,11,2,1,4,9,2
568,2,0,47691.0,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,45,11,21,1,1,2,10,2
569,2,0,38200.0,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,54,12,17,2,1,4,11,2
570,2,1,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,50,12,369,1,1,3,22,0
571,4,1,38443.0,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,56,10,38,2,1,4,13,0
572,0,0,38593.0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,46,11,177,1,1,2,19,2
573,4,0,64413.0,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,54,11,279,1,1,3,17,2
574,3,1,36959.0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,43,11,62,1,1,3,15,0
575,4,1,61996.0,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,1,47,11,1230,1,1,3,26,0
576,2,1,51287.0,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,56,10,182,2,1,4,18,0
577,2,1,13260.0,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,54,11,49,2,1,4,18,0
578,4,0,47472.0,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,58,11,75,2,1,4,13,2
579,3,0,54603.0,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,68,11,227,2,1,4,23,2
580,4,1,45207.0,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,50,12,215,2,1,4,21,0
582,0,0,47821.0,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,57,11,47,2,1,4,13,2
583,3,1,27450.0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,73,11,143,0,0,2,14,3
584,2,0,39453.0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,41,10,55,1,1,3,13,2
585,0,0,26850.0,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,53,10,63,2,1,4,15,2
586,2,0,79800.0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,1,69,12,1867,0,0,1,25,1
587,3,1,61794.0,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,63,11,611,1,1,3,22,0
588,2,0,53863.0,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,69,10,473,1,1,3,25,2
589,2,0,24221.0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,65,11,55,0,0,2,10,1
590,4,0,39684.0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,40,12,81,1,1,2,14,2
591,3,1,92163.0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,1,49,12,2086,0,0,2,23,3
592,3,0,69882.0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,59,11,1478,0,0,1,21,1
593,2,0,33178.0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,47,10,49,1,1,3,9,2
594,4,1,59973.0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,52,11,382,0,0,2,16,3
595,3,0,17459.0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,1,49,11,69,1,1,3,16,2
596,2,0,23910.0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,55,12,67,1,1,2,13,2
597,3,1,42169.0,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,55,11,30,2,1,4,14,0
598,0,1,26224.0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,46,11,63,1,1,3,15,0
599,2,0,31089.0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,43,12,79,1,1,3,18,2
600,2,0,30081.0,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,63,11,42,1,1,2,12,2
601,2,0,62807.0,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,64,12,819,1,1,3,28,2
602,2,0,72906.0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,69,11,1151,0,0,1,18,1
603,4,1,61467.0,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,76,12,594,2,1,4,25,0
604,3,0,49618.0,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,58,11,129,2,1,4,18,2
605,3,0,21888.0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,1,38,12,213,1,1,2,22,2
607,2,0,26150.0,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,68,11,28,3,1,4,12,2
608,1,1,30801.0,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,49,12,45,1,1,3,13,0
609,2,1,81168.0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,59,10,1193,0,0,2,21,3
610,3,0,26877.0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,55,11,268,0,0,1,18,1
611,3,0,45006.0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,80,11,266,0,0,1,15,1
612,1,1,18978.0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,51,12,37,1,1,3,13,0
614,4,0,48240.0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,1,55,12,882,0,0,1,30,1
615,2,1,45837.0,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,50,11,373,2,1,4,25,0
616,3,0,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,59,11,35,3,1,4,14,2
617,4,0,162397.0,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,48,11,107,2,1,4,2,2
618,2,0,54162.0,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,46,11,42,2,1,3,9,2
619,3,1,30522.0,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,64,12,326,1,1,3,19,0
620,4,1,54456.0,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,63,11,404,1,1,3,23,0
621,2,0,31632.0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,53,11,95,0,0,1,13,1
622,2,0,72298.0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,75,10,939,0,0,1,15,1
623,0,0,36975.0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,46,11,33,1,1,2,12,2
624,0,1,72635.0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,69,11,981,0,0,2,24,3
625,2,1,13624.0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,48,11,36,1,1,3,13,0
626,2,0,84196.0,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,49,11,1237,1,1,2,23,1
627,2,0,70971.0,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,1,64,12,1825,1,1,3,41,1
628,4,0,34487.0,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,47,12,103,2,1,3,18,2
629,2,0,28769.0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,47,12,191,1,1,2,21,2
630,4,1,69084.0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,54,11,1586,1,1,3,33,3
631,4,0,65488.0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,66,10,963,0,0,2,15,1
633,0,0,32218.0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,1,64,10,93,0,0,1,14,1
634,2,0,83917.0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,1,51,11,1587,0,0,1,24,1
635,2,0,46102.0,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,62,10,16,3,1,4,11,2
636,2,0,84574.0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,72,11,1375,0,0,1,37,1
637,2,1,56181.0,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,62,11,393,1,1,3,18,0
638,3,0,63120.0,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,1,74,12,1477,1,1,2,33,1
639,2,1,73691.0,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,53,11,1179,1,1,3,20,0
641,4,0,76140.0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,76,10,1348,0,0,2,23,1
642,4,0,62859.0,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,65,12,1307,1,1,2,29,2
643,2,0,45906.0,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,60,11,486,1,1,2,20,2
644,3,0,77632.0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,1,77,11,2252,0,0,2,15,1
645,4,1,46463.0,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,53,11,235,2,1,4,23,0
646,2,0,105471.0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,1,54,11,1724,0,0,2,33,1
647,3,0,55282.0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,54,11,235,1,1,2,15,2
648,3,1,78710.0,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,47,10,1092,1,1,3,32,0
649,2,0,66886.0,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,66,11,599,1,1,3,22,2
650,3,0,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,64,10,2008,0,0,1,20,1
651,2,0,29103.0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,39,12,48,1,1,3,15,2
652,2,1,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,50,12,1174,1,1,3,38,0
653,4,0,50616.0,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,74,10,67,1,1,3,9,2
654,2,0,49431.0,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,69,12,365,1,1,2,23,2
655,2,0,153924.0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,49,10,6,0,0,1,0,1
656,2,0,61278.0,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,71,10,165,1,1,3,16,2
658,4,0,73059.0,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,77,11,1095,1,1,3,30,2
659,4,0,46734.0,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,58,11,223,3,1,4,18,2
660,2,0,56253.0,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,61,12,597,1,1,3,28,2
662,2,0,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,49,11,1064,1,1,2,28,1
663,1,1,25965.0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,44,12,74,0,0,2,14,3
664,3,0,14661.0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,68,11,26,0,0,2,11,1
665,2,1,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,65,12,60,0,0,2,13,3
666,4,0,45068.0,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,50,11,20,1,1,3,11,2
